date_month,quant_sell,customer_id
2015-04,6041,591429
2015-04,295,591330
2015-04,4944,591293
2015-04,6247,591454
2015-04,1873,591544
2015-04,1896,591447
2015-04,2090,591302
2015-04,1375,591405
2015-04,1318,591322
2015-04,1912,591339
2015-04,1956,591541
2015-04,964,1159530
2015-04,1165,591407
2015-04,2778,591537
2015-04,2750,591337
2015-04,1669,591412
2015-04,2338,591284
2015-04,696,591273
2015-04,4425,591304
2015-04,270,591366
2015-04,1283,591388
2015-04,107,591286
2015-04,875,1786332
2015-04,1424,591335
2015-04,1972,591416
2015-04,38,591506
2015-04,1110,591383
2015-04,990,615250
2015-04,4352,591311
2015-04,555,591508
2015-04,9161,1791262
2015-04,2285,591423
2015-04,1936,591418
2015-04,1446,591440
2015-04,2406,591275
2015-04,1130,591504
2015-04,3502,591438
2015-04,438,591278
2015-04,2995,591385
2015-04,10732,591370
2015-04,1592,591502
2015-04,740,591467
2015-04,644,591308
2015-04,767,591421
2015-04,2424,591297
2015-04,120,591443
2015-04,976,591465
2015-04,688,591500
2015-04,1128,591436
2015-04,893,1065041
2015-04,735,615248
2015-04,1257,591511
2015-04,2524,1791462
2015-04,1344,591262
2015-04,3649,591264
2015-04,849,591462
2015-04,3881,591425
2015-04,1159,591414
2015-04,1810,591313
2015-04,3927,591390
2015-04,4683,591295
2015-05,1543,591502
2015-05,264,591500
2015-05,534,591423
2015-05,215,591313
2015-05,1355,591440
2015-05,523,591460
2015-05,1485,591418
2015-05,744,591467
2015-05,2575,591324
2015-05,787,591421
2015-05,3712,591425
2015-05,900,591504
2015-05,1020,591476
2015-05,100,591451
2015-05,1364,591410
2015-05,2700,591533
2015-05,143,591511
2015-05,1787,591539
2015-05,1028,591432
2015-05,1688,591401
2015-05,5690,591282
2015-05,3326,591438
2015-05,2750,591295
2015-05,3643,591445
2015-05,4635,591454
2015-05,830,591456
2015-05,1506,591399
2015-05,2890,591275
2015-05,1255,591308
2015-05,1754,591412
2015-05,1155,591436
2015-05,1665,591319
2015-05,930,591447
2015-05,858,591286
2015-05,3367,591304
2015-05,1291,591405
2015-05,2320,591284
2015-05,1038,591273
2015-05,3423,591289
2015-05,1885,591302
2015-05,1154,591414
2015-05,3404,591434
2015-05,569,591462
2015-05,1098,591407
2015-05,1709,591535
2015-05,575,591508
2015-05,4932,591427
2015-05,740,591322
2015-05,493,591269
2015-05,305,591473
2015-05,95,591443
2015-05,250,591311
2015-05,13243,591280
2015-05,162,591506
2015-05,1914,591416
2015-05,490,591458
2015-05,112,591449
2015-05,610,591487
2015-05,3808,591429
2015-05,2522,591297
2015-05,1712,591403
2015-05,3472,591537
2015-05,390,591465
2015-05,490,591278
2015-05,5055,591293
2015-05,2015,591300
2015-05,195,591271
2015-05,1780,591291
2015-05,165,591330
2015-05,610,615248
2015-05,420,591260
2015-05,10633,1791262
2015-05,435,591366
2015-05,1299,591388
2015-05,1369,591335
2015-05,1434,591541
2015-05,2963,591370
2015-05,1532,591394
2015-05,1092,591379
2015-05,334,1786332
2015-05,998,615250
2015-05,1105,1159530
2015-05,1914,591544
2015-05,87,762465
2015-05,1450,591341
2015-05,622,591377
2015-05,2982,591264
2015-05,615,591267
2015-05,1465,1791462
2015-05,1040,591339
2015-05,997,1065041
2015-05,1100,591392
2015-05,95,615246
2015-05,90,899315
2015-05,1000,591262
2015-05,1316,591355
2015-05,1220,591359
2015-05,2526,591326
2015-05,1174,591337
2015-05,1300,591381
2015-05,1053,591383
2015-05,2554,591385
2015-05,1055,591333
2015-05,360,1801903
2015-05,1055,591352
2015-05,2280,591361
2015-05,3340,591390
2015-06,415,591500
2015-06,4878,591275
2015-06,806,591421
2015-06,204,762465
2015-06,1920,591502
2015-06,1169,591383
2015-06,1147,591262
2015-06,1311,591423
2015-06,1184,591308
2015-06,3444,591304
2015-06,2657,591326
2015-06,699,591504
2015-06,1281,591407
2015-06,187,615246
2015-06,1438,591319
2015-06,1447,591410
2015-06,4170,591533
2015-06,2835,591264
2015-06,352,591271
2015-06,2813,591390
2015-06,1901,591412
2015-06,463,591511
2015-06,2331,591385
2015-06,770,591333
2015-06,730,615248
2015-06,875,591414
2015-06,699,591508
2015-06,2864,591273
2015-06,1351,591388
2015-06,1266,591335
2015-06,428,591506
2015-06,756,591311
2015-06,849,615250
2015-06,1565,591418
2015-06,660,591313
2015-06,1508,591416
2015-06,1760,591302
2015-06,1465,1065041
2015-06,480,591366
2015-06,516,591286
2015-06,10803,1791262
2015-06,218,591443
2015-06,635,591462
2015-06,3828,591295
2015-06,1896,1791462
2015-06,2896,591445
2015-06,919,591460
2015-06,3988,591361
2015-06,844,591352
2015-06,1713,1801903
2015-06,1126,591447
2015-06,3278,591289
2015-06,4633,591293
2015-06,121,591449
2015-06,440,591458
2015-06,1022,591359
2015-06,1661,591355
2015-06,524,591451
2015-06,7705,591456
2015-06,3843,591291
2015-06,5233,591454
2015-06,585,591465
2015-06,1574,591440
2015-06,11460,591370
2015-06,650,591467
2015-06,1327,591278
2015-06,12130,591280
2015-06,1255,591381
2015-06,4794,591427
2015-06,520,591487
2015-06,1787,591392
2015-06,810,591339
2015-06,5161,591429
2015-06,658,591260
2015-06,5760,591282
2015-06,966,591432
2015-06,3391,591425
2015-06,552,591476
2015-06,1649,591300
2015-06,1120,1159530
2015-06,3332,591434
2015-06,350,591473
2015-06,723,591377
2015-06,1657,591341
2015-06,821,591436
2015-06,2316,591284
2015-06,2179,591297
2015-06,312,1786332
2015-06,1883,591438
2015-06,1210,591379
2015-06,1930,591535
2015-06,2130,591337
2015-06,1453,591539
2015-06,496,591269
2015-06,262,591330
2015-06,1336,591401
2015-06,3448,591537
2015-06,2049,591403
2015-06,1459,591399
2015-06,1510,591394
2015-06,1345,591405
2015-06,1303,591541
2015-06,2023,591544
2015-06,1114,591322
2015-06,1030,591267
2015-06,5804,591324
2015-07,781,591508
2015-07,3614,591337
2015-07,651,591260
2015-07,4268,591304
2015-07,6538,591324
2015-07,607,591273
2015-07,2888,591284
2015-07,1353,591388
2015-07,1863,591544
2015-07,744,591322
2015-07,1098,591460
2015-07,2091,591297
2015-07,477,1786332
2015-07,1165,591502
2015-07,677,591467
2015-07,1605,1065041
2015-07,1783,591394
2015-07,2082,591438
2015-07,2234,1801903
2015-07,575,591511
2015-07,1662,591401
2015-07,847,591333
2015-07,1360,591405
2015-07,3490,591425
2015-07,7911,591456
2015-07,459,615248
2015-07,1980,591403
2015-07,866,591414
2015-07,1129,591313
2015-07,1529,591335
2015-07,4559,591293
2015-07,2021,591412
2015-07,2742,591385
2015-07,309,591330
2015-07,1506,591352
2015-07,1420,591359
2015-07,891,591308
2015-07,825,591476
2015-07,3810,591537
2015-07,975,591504
2015-07,929,591421
2015-07,1246,591539
2015-07,1682,591300
2015-07,3952,591275
2015-07,1410,591262
2015-07,281,591449
2015-07,1008,1159530
2015-07,135,762465
2015-07,2994,591434
2015-07,1293,591423
2015-07,578,591267
2015-07,312,591473
2015-07,742,591458
2015-07,5303,591282
2015-07,951,591383
2015-07,292,591451
2015-07,1310,591436
2015-07,405,591506
2015-07,475,591500
2015-07,956,591311
2015-07,1741,591399
2015-07,611,591269
2015-07,1078,615250
2015-07,2138,591379
2015-07,1073,591432
2015-07,1331,591341
2015-07,4088,591361
2015-07,741,591377
2015-07,1328,591418
2015-07,1495,591416
2015-07,1185,591278
2015-07,3502,591295
2015-07,1469,591440
2015-07,873,591355
2015-07,5422,591429
2015-07,1296,591447
2015-07,4723,591291
2015-07,1440,591392
2015-07,3096,591264
2015-07,409,591443
2015-07,2908,591289
2015-07,1697,591407
2015-07,3531,591533
2015-07,5674,591427
2015-07,720,591465
2015-07,6466,591445
2015-07,1221,591381
2015-07,656,591339
2015-07,12898,1791262
2015-07,1385,591410
2015-07,1583,591302
2015-07,9384,591454
2015-07,13123,591280
2015-07,684,591487
2015-07,811,591462
2015-07,2724,1791462
2015-07,463,591271
2015-07,10398,591370
2015-07,1886,591319
2015-07,955,591541
2015-07,2697,591326
2015-07,168,591366
2015-07,446,591286
2015-07,1878,591535
2015-07,477,615246
2015-07,2768,591390
2015-08,550,591335
2015-08,1835,591289
2015-08,530,591339
2015-08,976,591418
2015-08,2850,591427
2015-08,364,591432
2015-08,60,591286
2015-08,435,591500
2015-08,1030,591341
2015-08,2556,591293
2015-08,1280,591311
2015-08,1841,591379
2015-08,1014,615250
2015-08,3349,591454
2015-08,1688,591399
2015-08,384,591487
2015-08,520,591377
2015-08,729,591394
2015-08,1605,591295
2015-08,37,762465
2015-08,490,591502
2015-08,775,1791462
2015-08,1070,1159530
2015-08,1113,591262
2015-08,276,591462
2015-08,2860,591275
2015-08,1920,591300
2015-08,1783,591535
2015-08,2677,591434
2015-08,1012,591421
2015-08,914,591302
2015-08,2425,591537
2015-08,493,591443
2015-08,5111,591282
2015-08,725,591352
2015-08,783,591359
2015-08,968,591392
2015-08,490,591308
2015-08,1047,591383
2015-08,100,591330
2015-08,1467,591407
2015-08,2253,591385
2015-08,329,591476
2015-08,680,591504
2015-08,5927,1791262
2015-08,993,591267
2015-08,994,591423
2015-08,145,591473
2015-08,840,591539
2015-08,326,591506
2015-08,1276,591436
2015-08,991,591381
2015-08,281,591458
2015-08,1545,591297
2015-08,1960,591326
2015-08,764,591401
2015-08,1026,591414
2015-08,992,591533
2015-08,6287,591456
2015-08,710,591447
2015-08,360,615248
2015-08,644,591269
2015-08,200,1786332
2015-08,295,591465
2015-08,1935,591291
2015-08,690,591337
2015-08,900,591313
2015-08,450,591333
2015-08,525,591271
2015-08,1094,591405
2015-08,698,591260
2015-08,1810,1801903
2015-08,505,591511
2015-08,1537,591438
2015-08,2796,591278
2015-08,590,591467
2015-08,2106,591390
2015-08,922,1065041
2015-08,1123,591412
2015-08,703,591541
2015-08,2769,591425
2015-08,932,591460
2015-08,2290,591445
2015-08,1180,591324
2015-08,5803,591370
2015-08,650,591355
2015-08,120,591451
2015-08,675,591319
2015-08,3200,591361
2015-08,150,591366
2015-08,1275,591416
2015-08,885,591322
2015-08,415,615246
2015-08,6100,591280
2015-08,3306,591264
2015-08,815,591440
2015-08,1490,591284
2015-08,1995,591304
2015-08,1624,591403
2015-08,1628,591544
2015-08,944,591410
2015-08,405,591508
2015-08,3065,591429
2015-08,1194,591273
2015-08,446,591388
2015-09,245,591339
2015-09,367,591302
2015-09,195,591260
2015-09,85,591458
2015-09,97,591432
2015-09,205,591500
2015-09,770,591293
2015-09,304,591381
2015-09,10,762465
2015-09,162,591423
2015-09,651,591278
2015-09,468,591403
2015-09,1251,591379
2015-09,320,591300
2015-09,2385,591282
2015-09,2765,591280
2015-09,1070,591429
2015-09,1623,591425
2015-09,1336,591427
2015-09,233,591447
2015-09,657,591326
2015-09,945,1801903
2015-09,421,591383
2015-09,333,1065041
2015-09,808,591304
2015-09,804,591394
2015-09,100,591476
2015-09,250,591335
2015-09,40,591333
2015-09,1348,591445
2015-09,139,591271
2015-09,955,591291
2015-09,1002,591390
2015-09,3128,591370
2015-09,472,591412
2015-09,1346,591438
2015-09,316,591541
2015-09,351,591460
2015-09,53,591511
2015-09,442,591405
2015-09,270,591313
2015-09,10,591502
2015-09,97,1786332
2015-09,45,615248
2015-09,962,591456
2015-09,404,591414
2015-09,60,591465
2015-09,505,591297
2015-09,410,591269
2015-09,75,591440
2015-09,129,591462
2015-09,1403,591535
2015-09,129,591443
2015-09,479,591392
2015-09,3723,1791262
2015-09,527,591407
2015-09,915,591295
2015-09,245,1791462
2015-09,565,591454
2015-09,588,591539
2015-09,288,591355
2015-09,229,591319
2015-09,20,591366
2015-09,85,615246
2015-09,120,591324
2015-09,1750,591264
2015-09,412,591410
2015-09,314,591533
2015-09,140,591508
2015-09,105,591487
2015-09,120,591467
2015-09,80,591330
2015-09,340,591504
2015-09,235,591267
2015-09,725,591385
2015-09,5,591473
2015-09,346,591262
2015-09,175,591377
2015-09,855,591544
2015-09,370,591418
2015-09,474,591399
2015-09,625,591341
2015-09,342,615250
2015-09,704,591311
2015-09,800,591289
2015-09,293,591322
2015-09,354,591421
2015-09,49,591506
2015-09,380,1159530
2015-09,880,591275
2015-09,470,591388
2015-09,315,591273
2015-09,800,591284
2015-09,301,591401
2015-09,660,591416
2015-09,1239,591434
2015-09,760,591361
2015-09,497,591436
2015-09,108,591451
2015-09,807,591537
2015-09,295,591359
2015-10,42,591443
2015-10,163,591460
2015-10,9,591462
2015-10,315,591434
2015-10,258,591539
2015-10,40,591295
2015-10,120,1159530
2015-10,30,591447
2015-10,640,591282
2015-10,112,591429
2015-10,80,591440
2015-10,30,591432
2015-10,230,591326
2015-10,750,591445
2015-10,182,591341
2015-10,160,591401
2015-10,720,591370
2015-10,462,591438
2015-10,215,591379
2015-10,15,591260
2015-10,55,591436
2015-10,14,1786332
2015-10,155,591284
2015-10,120,591297
2015-10,97,591267
2015-10,238,591541
2015-10,70,591302
2015-10,246,615250
2015-10,383,591425
2015-10,236,591403
2015-10,8,591271
2015-10,30,591304
2015-10,195,591405
2015-10,409,591412
2015-10,122,591421
2015-10,47,591291
2015-10,38,591500
2015-10,70,591313
2015-10,945,591544
2015-10,78,591414
2015-10,595,591456
2015-10,5,591423
2015-10,387,591388
2015-10,295,591383
2015-10,50,591273
2015-10,198,591416
2015-10,50,591311
2015-10,2,591487
2015-10,11,591330
2015-10,440,591418
2015-10,151,591399
2015-10,282,591537
2015-10,623,591385
2015-10,30,591359
2015-10,205,591289
2015-10,477,591390
2015-10,206,591533
2015-10,31,591262
2015-10,115,591278
2015-10,109,591381
2015-10,354,591427
2015-10,166,591355
2015-10,585,591280
2015-10,20,591319
2015-10,444,591407
2015-10,262,591264
2015-10,520,591392
2015-10,154,591269
2015-10,245,591410
2015-10,103,1065041
2015-10,178,591454
2015-10,250,591535
2015-10,542,591394
2015-11,79,591407
2015-11,80,591341
2015-11,221,591401
2015-11,142,591539
2015-11,60,591436
2015-11,116,591416
2015-11,173,591392
2015-11,8,591443
2015-11,108,591385
2015-11,157,591399
2015-11,70,591535
2015-11,35,591289
2015-11,100,1791262
2015-11,50,591282
2015-11,22,591262
2015-11,387,591418
2015-11,50,591311
2015-11,32,591267
2015-11,59,591460
2015-11,276,591390
2015-11,66,591410
2015-11,115,591445
2015-11,10,591440
2015-11,30,591361
2015-11,74,591271
2015-11,107,591405
2015-11,79,591269
2015-11,168,591438
2015-11,15,591295
2015-11,78,591291
2015-11,44,591544
2015-11,30,591414
2015-11,3,591264
2015-11,120,591456
2015-11,110,591297
2015-11,181,591388
2015-11,45,591533
2015-11,45,591284
2015-11,35,591454
2015-11,7,1786332
2015-11,79,591412
2015-11,7,591487
2015-11,105,591403
2015-11,26,591432
2015-11,27,591541
2015-11,20,591500
2015-11,62,591383
2015-11,190,591434
2015-11,40,591379
2015-11,46,591304
2015-11,325,591425
2015-11,78,591326
2015-11,77,591423
2015-11,7,1065041
2015-11,82,591429
2015-11,8,591381
2015-11,130,591293
2015-11,150,591280
2015-11,25,591447
2015-11,22,591394
2015-11,50,1159530
2015-11,196,591427
2015-11,48,591421
2015-11,80,591302
2015-11,60,591359
2015-12,39,591423
2015-12,57,591544
2015-12,260,591392
2015-12,40,591535
2015-12,13,591432
2015-12,36,591412
2015-12,191,591388
2015-12,65,1913278
2015-12,29,591269
2015-12,10,591379
2015-12,50,591370
2015-12,40,591405
2015-12,20,591445
2015-12,58,591539
2015-12,10,591425
2015-12,38,591407
2015-12,4,1786332
2015-12,24,591533
2015-12,564,591394
2015-12,16,591381
2015-12,10,591427
2015-12,260,591438
2015-12,187,591390
2015-12,13,591434
2015-12,26,591403
2015-12,52,591401
2015-12,141,591385
2015-12,9,615250
2015-12,62,591537
2015-12,118,591418
2015-12,74,591341
2015-12,101,591383
2015-12,10,591506
2015-12,74,1159530
2015-12,45,591436
2015-12,86,591399
2015-12,44,591416
2015-12,10,591282
2015-12,74,591541
2015-12,18,591421
2016-01,166,591355
2016-01,77,591418
2016-01,12,591381
2016-01,36,591533
2016-01,105,591429
2016-01,16,1065041
2016-01,111,591434
2016-01,50,591458
2016-01,35,591410
2016-01,20,591487
2016-01,15,591267
2016-01,225,591392
2016-01,2,591443
2016-01,20,591282
2016-01,110,591535
2016-01,142,1159530
2016-01,25,591264
2016-01,30,591302
2016-01,235,591394
2016-01,70,591454
2016-01,95,591293
2016-01,128,591427
2016-01,59,591460
2016-01,25,591359
2016-01,65,591407
2016-01,30,591399
2016-01,9,591421
2016-01,120,591504
2016-01,30,591544
2016-01,104,591539
2016-01,130,591425
2016-01,13,591537
2016-01,166,591390
2016-01,35,591416
2016-01,85,591412
2016-01,40,591403
2016-01,98,591401
2016-01,81,591291
2016-01,10,591500
2016-01,48,591436
2016-01,85,591506
2016-01,42,591341
2016-01,26,591423
2016-01,10,591414
2016-01,30,591541
2016-01,75,591388
2016-01,16,591432
2016-01,7,591297
2016-01,50,591289
2016-01,35,1913278
2016-01,183,591438
2016-01,30,591280
2016-01,5,591304
2016-01,35,591326
2016-01,11,615250
2016-01,110,591385
2016-01,10,591271
2016-01,70,591284
2016-01,115,591445
2016-01,47,591405
2016-01,93,591383
2016-01,8,591379
2016-01,90,591300
2016-02,2230,591289
2016-02,820,591293
2016-02,210,591447
2016-02,683,591460
2016-02,6039,591456
2016-02,185,591267
2016-02,250,1914787
2016-02,685,1913278
2016-02,2542,591445
2016-02,490,591359
2016-02,101,591458
2016-02,165,1801903
2016-02,810,591361
2016-02,2372,591291
2016-02,2943,591454
2016-02,520,1791462
2016-02,179,591451
2016-02,208,591399
2016-02,429,591392
2016-02,305,591388
2016-02,390,591410
2016-02,1501,591537
2016-02,235,615246
2016-02,1203,591427
2016-02,387,591319
2016-02,158,591487
2016-02,1980,591302
2016-02,281,1065041
2016-02,2204,591394
2016-02,1880,591429
2016-02,475,591339
2016-02,482,591533
2016-02,124,591414
2016-02,39,591260
2016-02,7450,591280
2016-02,182,591269
2016-02,460,591379
2016-02,156,591381
2016-02,925,591264
2016-02,515,591390
2016-02,1110,591337
2016-02,255,591308
2016-02,25,591511
2016-02,295,591262
2016-02,137,591421
2016-02,900,591275
2016-02,50,591504
2016-02,145,591333
2016-02,50,591502
2016-02,758,591412
2016-02,132,591383
2016-02,74,591271
2016-02,238,591423
2016-02,580,591500
2016-02,95,591405
2016-02,180,591286
2016-02,335,591403
2016-02,1529,591304
2016-02,939,591425
2016-02,135,591432
2016-02,197,591418
2016-02,100,591476
2016-02,490,591465
2016-02,105,1786332
2016-02,1052,591326
2016-02,470,591440
2016-02,480,591366
2016-02,735,591324
2016-02,455,591535
2016-02,405,591462
2016-02,273,591355
2016-02,1560,591295
2016-02,4,591443
2016-02,380,591416
2016-02,529,591539
2016-02,2564,1791262
2016-02,365,591311
2016-02,1583,591273
2016-02,95,591508
2016-02,187,615248
2016-02,890,591313
2016-02,236,591341
2016-02,280,591284
2016-02,481,591541
2016-02,695,591300
2016-02,879,591434
2016-02,1250,591282
2016-02,2280,591385
2016-02,332,591544
2016-02,318,591330
2016-02,270,591473
2016-02,250,591322
2016-02,395,1159530
2016-02,305,591436
2016-02,830,591335
2016-02,270,591407
2016-02,740,591467
2016-02,1667,591297
2016-02,10600,591370
2016-02,1194,591438
2016-02,302,591401
2016-02,239,615250
2016-03,1150,615248
2016-03,500,591286
2016-03,260,591271
2016-03,5596,591264
2016-03,1288,591544
2016-03,595,591269
2016-03,1195,591535
2016-03,2350,1913278
2016-03,400,1914784
2016-03,1110,1914787
2016-03,100,1914813
2016-03,1470,1940510
2016-03,1780,1945149
2016-03,349,591511
2016-03,7518,591533
2016-03,1115,1801903
2016-03,17699,591456
2016-03,1365,591476
2016-03,3405,591282
2016-03,700,591473
2016-03,3870,1791462
2016-03,1655,1159530
2016-03,1065,591467
2016-03,1387,591541
2016-03,2360,591284
2016-03,990,1786332
2016-03,720,591462
2016-03,1276,591460
2016-03,7136,1791262
2016-03,1390,591267
2016-03,846,591539
2016-03,575,591465
2016-03,10685,591280
2016-03,295,591260
2016-03,1228,1065041
2016-03,6744,591289
2016-03,3990,591273
2016-03,366,591506
2016-03,450,591504
2016-03,750,615250
2016-03,1216,591262
2016-03,2400,591275
2016-03,3150,591502
2016-03,149,762465
2016-03,790,591500
2016-03,815,1913275
2016-03,495,591278
2016-03,739,591458
2016-03,1818,591537
2016-03,410,591487
2016-03,450,591508
2016-03,1599,591355
2016-03,8468,591295
2016-03,702,591383
2016-03,1030,591308
2016-03,580,591421
2016-03,612,591330
2016-03,1165,591392
2016-03,2480,591293
2016-03,605,591447
2016-03,1758,591394
2016-03,2771,591434
2016-03,5000,591337
2016-03,2010,591300
2016-03,633,591432
2016-03,2080,591313
2016-03,2476,591326
2016-03,957,591399
2016-03,1003,591405
2016-03,14131,591445
2016-03,521,591322
2016-03,3206,591311
2016-03,1149,591341
2016-03,3130,591319
2016-03,1760,591440
2016-03,875,591361
2016-03,47,591443
2016-03,1044,591418
2016-03,1273,591333
2016-03,1691,591385
2016-03,1600,591335
2016-03,1795,591390
2016-03,2327,591438
2016-03,3210,591297
2016-03,905,591410
2016-03,10855,591370
2016-03,693,591407
2016-03,595,591436
2016-03,1466,591416
2016-03,1915,591451
2016-03,1130,591388
2016-03,5800,591324
2016-03,1256,591377
2016-03,2307,591339
2016-03,410,591381
2016-03,990,591359
2016-03,4549,591427
2016-03,12415,591454
2016-03,1250,591403
2016-03,20343,591291
2016-03,1255,591379
2016-03,826,591423
2016-03,2691,591425
2016-03,1195,591412
2016-03,5360,591304
2016-03,4107,591302
2016-03,523,591414
2016-03,4261,591429
2016-03,976,591401
2016-04,10,615246
2016-04,1200,591359
2016-04,10794,591370
2016-04,1538,591297
2016-04,922,591407
2016-04,160,591467
2016-04,625,591436
2016-04,1770,591264
2016-04,130,1914787
2016-04,10435,591280
2016-04,3524,591438
2016-04,325,1914813
2016-04,850,591440
2016-04,465,615248
2016-04,3177,591425
2016-04,1380,591361
2016-04,504,591465
2016-04,1131,591401
2016-04,730,591333
2016-04,1338,591418
2016-04,1885,591284
2016-04,6182,1791262
2016-04,28,591278
2016-04,2710,591390
2016-04,410,591504
2016-04,1085,591403
2016-04,1300,591423
2016-04,550,591308
2016-04,1805,591324
2016-04,1555,591535
2016-04,1970,591502
2016-04,732,591432
2016-04,315,591487
2016-04,120,591476
2016-04,350,591366
2016-04,1535,591300
2016-04,3608,591269
2016-04,1105,591541
2016-04,749,591405
2016-04,1832,591326
2016-04,1321,591399
2016-04,6225,591429
2016-04,1385,591322
2016-04,250,1913275
2016-04,630,591388
2016-04,1457,591539
2016-04,2576,591434
2016-04,1270,591267
2016-04,1605,591544
2016-04,4254,591304
2016-04,320,591330
2016-04,2228,591302
2016-04,1395,591392
2016-04,591,591421
2016-04,181,591473
2016-04,333,1786332
2016-04,145,1914784
2016-04,5040,591282
2016-04,4600,591427
2016-04,1066,591500
2016-04,800,1913278
2016-04,7781,591275
2016-04,2345,591341
2016-04,2001,591394
2016-04,2736,591537
2016-04,1406,591319
2016-04,411,591458
2016-04,1710,591337
2016-04,1909,591533
2016-04,803,1801903
2016-04,790,591447
2016-04,4716,591293
2016-04,2375,591313
2016-04,70,762465
2016-04,735,591311
2016-04,350,1940510
2016-04,624,591460
2016-04,395,591273
2016-04,1305,591410
2016-04,850,591262
2016-04,5490,591445
2016-04,385,591260
2016-04,683,591355
2016-04,670,591508
2016-04,768,591339
2016-04,1005,591379
2016-04,1249,591412
2016-04,1200,591511
2016-04,2776,591454
2016-04,1185,591291
2016-04,635,591377
2016-04,635,1159530
2016-04,681,591414
2016-04,12771,591456
2016-04,869,1065041
2016-04,884,591381
2016-04,278,591271
2016-04,2237,591289
2016-04,2239,591451
2016-04,2245,1791462
2016-04,1151,615250
2016-04,858,591383
2016-04,640,591462
2016-04,120,591506
2016-04,191,591335
2016-04,895,591286
2016-04,2438,591295
2016-04,45,591443
2016-04,1513,591416
2016-04,2232,591385
2016-05,655,591267
2016-05,8983,591280
2016-05,3728,591429
2016-05,290,591366
2016-05,159,591451
2016-05,1221,591291
2016-05,1825,591289
2016-05,579,1913278
2016-05,400,1913275
2016-05,455,591322
2016-05,410,591286
2016-05,475,591508
2016-05,2545,591304
2016-05,1421,591295
2016-05,900,1159530
2016-05,270,1945149
2016-05,2408,591326
2016-05,687,591414
2016-05,1518,591405
2016-05,205,591465
2016-05,3310,591300
2016-05,1617,591541
2016-05,3571,591438
2016-05,457,591476
2016-05,1034,591381
2016-05,1383,591399
2016-05,483,591462
2016-05,3588,591361
2016-05,1335,591412
2016-05,785,591339
2016-05,3379,591425
2016-05,250,1914813
2016-05,1110,591388
2016-05,1420,591403
2016-05,1675,591379
2016-05,1696,591533
2016-05,485,591278
2016-05,1312,591423
2016-05,920,1801903
2016-05,590,591377
2016-05,1482,591401
2016-05,100,591511
2016-05,1370,591359
2016-05,2115,591454
2016-05,505,615248
2016-05,3480,591324
2016-05,1325,591273
2016-05,975,591302
2016-05,1027,591440
2016-05,815,591456
2016-05,279,591271
2016-05,1391,1065041
2016-05,55,591500
2016-05,1590,591416
2016-05,1379,591539
2016-05,8356,1791262
2016-05,639,591487
2016-05,3559,591427
2016-05,10189,591370
2016-05,264,591260
2016-05,773,591432
2016-05,920,1940510
2016-05,415,591458
2016-05,111,762465
2016-05,5940,591282
2016-05,3310,591385
2016-05,2200,591311
2016-05,2041,591544
2016-05,2032,591445
2016-05,1905,591284
2016-05,87,591506
2016-05,3137,591264
2016-05,1109,591355
2016-05,838,591308
2016-05,1649,1791462
2016-05,2205,591297
2016-05,3095,591390
2016-05,833,591436
2016-05,110,591330
2016-05,1365,591410
2016-05,4024,591537
2016-05,266,591335
2016-05,639,591262
2016-05,115,615246
2016-05,1110,591407
2016-05,315,591467
2016-05,1485,615250
2016-05,300,1914787
2016-05,525,591269
2016-05,899,591460
2016-05,140,1914784
2016-05,1804,591418
2016-05,442,1786332
2016-05,1468,591535
2016-05,1400,591337
2016-05,1560,591392
2016-05,750,591333
2016-05,3015,591434
2016-05,1307,591394
2016-05,1150,591447
2016-05,104,591443
2016-05,4385,591293
2016-05,2340,591341
2016-05,1410,591275
2016-05,1110,591502
2016-05,745,591421
2016-05,360,591473
2016-05,1452,591383
2016-05,850,591319
2016-05,330,591313
2016-06,2770,591502
2016-06,1652,591418
2016-06,2510,591412
2016-06,172,591506
2016-06,911,591269
2016-06,1136,591414
2016-06,1795,591359
2016-06,1904,591423
2016-06,1545,591405
2016-06,1418,591403
2016-06,1385,591407
2016-06,1732,591535
2016-06,2625,591273
2016-06,4893,591361
2016-06,1701,591308
2016-06,4718,591304
2016-06,990,591421
2016-06,1590,591410
2016-06,3115,591311
2016-06,460,1913275
2016-06,855,591322
2016-06,2540,1791462
2016-06,250,591500
2016-06,844,591508
2016-06,1805,591319
2016-06,4610,591275
2016-06,390,591511
2016-06,5463,591533
2016-06,2110,1801903
2016-06,2045,591416
2016-06,860,591313
2016-06,10563,1791262
2016-06,905,591377
2016-06,4386,591537
2016-06,238,591443
2016-06,4369,591295
2016-06,976,591462
2016-06,2945,591385
2016-06,1188,591262
2016-06,1700,591355
2016-06,654,615248
2016-06,1705,591440
2016-06,1380,591388
2016-06,14005,591370
2016-06,505,591465
2016-06,1385,591333
2016-06,2380,591284
2016-06,3304,591390
2016-06,3974,591425
2016-06,4063,591438
2016-06,510,1914787
2016-06,790,591467
2016-06,150,615246
2016-06,235,591330
2016-06,1256,591436
2016-06,320,1914813
2016-06,2511,591297
2016-06,515,591286
2016-06,1160,591335
2016-06,1091,591339
2016-06,1966,591379
2016-06,4140,591454
2016-06,1779,1065041
2016-06,385,591451
2016-06,6482,591456
2016-06,1925,1945149
2016-06,2505,591289
2016-06,3460,591291
2016-06,1081,591381
2016-06,1435,1159530
2016-06,713,591260
2016-06,766,591458
2016-06,2995,591337
